"","序號","抽籤日期","證券名稱","證券代號","發行市場","申購開始日","申購結束日","承銷股數","實際承銷股數","承銷價(元)","實際承銷價(元)","撥券日期(上市、上櫃日期)","主辦券商","申購股數","總承銷金額(元)","總合格件","中籤率(%)","取消公開抽籤","Open","High","Low","ClosePrice","Volume","Adjusted","day"
"351",136,2017-03-22,"台境","8476","初上櫃",2017-03-16,2017-03-20,248000,1488000,42,40,2017-03-28,"宏遠",1000,59520000,199086,0.74,NA,62.489258,62.489258,62.489258,62.489258,0,59.977375,"2017-03-16"
"352",137,2017-03-22,"杏一","4175","上櫃增資",2017-03-16,2017-03-20,270000,270000,66.67,66.67,2017-03-30,"國泰",1000,18000900,100062,0.26,NA,73.753525,74.129822,73.471306,73.659454,52276,62.320957,"2017-03-16"
"353",138,2017-03-22,"長華科","6548","上櫃增資",2017-03-16,2017-03-20,468000,468000,245,245,2017-03-30,"凱基",1000,114660000,139227,0.33,NA,37.809967,38.207966,37.411968,37.959217,2193439,32.47567,"2017-03-16"
"354",139,2017-03-21,"金麗科","3228","上櫃增資",2017-03-15,2017-03-17,475000,475000,14.9,14.9,2017-03-29,"永豐金",1000,7077500,11632,4.08,NA,15.65,15.95,15.6,15.8,78105,15.8,"2017-03-15"
"355",142,2017-03-16,"正德海運","2641","上櫃增資",2017-03-10,2017-03-14,2850000,2850000,8,8,2017-03-24,"大眾",3000,22800000,3577,26.55,NA,10.243053,10.305434,10.105813,10.230576,1214301,10.080025,"2017-03-10"
"356",143,2017-03-15,"勁豐","6577","初上櫃",2017-03-09,2017-03-13,1188000,1188000,52.8,52.8,2017-03-21,"群益金鼎",1000,62726400,232600,0.51,NA,84.989998,84.989998,81.010002,84.989998,71451,60.908558,"2017-03-09"
"357",145,2017-03-03,"福永生技","4183","初上櫃",2017-02-23,2017-03-01,255000,1530000,21,19,2017-03-09,"大慶",1000,29070000,192701,0.79,NA,39.5,46.799999,39.009998,39.5,582712,32.757271,"2017-02-23"
"358",146,2017-03-02,"萬國通","9950","上櫃增資",2017-02-22,2017-02-24,2705000,2705000,14,14,2017-03-10,"福邦",1000,37870000,19815,13.65,NA,14.466019,14.466019,14.368932,14.466019,57690,14.466019,"2017-02-22"
"359",151,2017-02-22,"智晶光電","5245","上櫃增資",2017-02-17,2017-02-20,255000,255000,102,102,2017-03-06,"台新",1000,26010000,63547,0.4,NA,108,108.5,106.5,108.5,134400,89.64212,"2017-02-17"
"360",161,2017-01-18,"欣普羅","6560","初上櫃",2017-01-12,2017-01-16,343000,343000,30.8,30.8,2017-01-24,"日盛",1000,10564400,116840,0.29,NA,36.676033,37.540539,35.104202,36.676033,150291,30.362841,"2017-01-12"
"361",167,2017-01-10,"宜特","3289","上櫃增資",2017-01-04,2017-01-06,850000,850000,86,86,2017-01-18,"元富",1000,73100000,113465,0.74,NA,93.811798,93.811798,92.498436,92.87368,433904,81.88266,"2017-01-04"
"362",3,2018-12-20,"崇佑-KY","5543","第一上櫃公司現金增資",2018-12-14,2018-12-18,450000,450000,18.6,18.6,2018-12-27,"國票",1000,8370000,9371,4.8,NA,19.35,19.4,19.35,19.35,4000,18.465105,"2018-12-14"
"363",6,2018-12-19,"普鴻","6590","初上櫃",2018-12-13,2018-12-17,441000,441000,19.14,19.14,2018-12-24,"日盛",1000,8440740,114346,0.38,NA,26.921005,27.01753,25.878529,26.921005,195238,23.326754,"2018-12-13"
"364",14,2018-12-11,"精湛","2070","初上櫃",2018-12-05,2018-12-07,865000,865000,31.87,31.87,2018-12-17,"永豐金",1000,27567550,79328,1.09,NA,38,38.990002,37.540001,38,37000,33.478764,"2018-12-05"
"365",19,2018-12-06,"緯軟","4953","上櫃增資",2018-11-30,2018-12-04,1020000,1020000,46,46,2018-12-14,"凱基",1000,46920000,155507,0.65,NA,62.742958,64.561592,61.924572,63.74321,3681509,57.329449,"2018-11-30"
"366",43,2018-11-13,"公準","3178","初上櫃",2018-11-07,2018-11-09,1001000,1001000,29.63,29.63,2018-11-19,"第一金",1000,29659630,13945,7.17,NA,31.4,31.540001,30.889999,31.4,53500,29.897324,"2018-11-07"
"367",45,2018-11-08,"研勤","3632","上櫃增資",2018-11-02,2018-11-06,927000,927000,10,10,2018-11-16,"富邦",1000,9270000,14050,6.59,NA,16.337547,16.479612,16.195482,16.337547,36893,16.337547,"2018-11-02"
"368",46,2018-11-07,"信紘","6667","初上櫃",2018-11-01,2018-11-05,635000,635000,37.02,37.02,2018-11-13,"第一金",1000,23507700,35356,1.79,NA,41.349998,41.630001,41,41.349998,12400,36.469086,"2018-11-01"
"369",52,2018-10-23,"誠泰科技","4767","初上櫃",2018-10-17,2018-10-19,565000,565000,18,18,2018-10-29,"凱基",1000,10170000,40096,1.4,NA,21.75,21.9,21.6,21.75,16300,18.784727,"2018-10-17"
"370",53,2018-10-17,"天正國際","6654","初上櫃",2018-10-11,2018-10-15,733000,733000,73.58,73.58,2018-10-23,"台新",1000,53934140,22386,3.27,NA,73.085716,77.390472,72.14286,73.085716,207896,64.352341,"2018-10-11"
"371",54,2018-10-17,"均華","6640","初上櫃",2018-10-11,2018-10-15,435000,435000,37.5,37.5,2018-10-23,"凱基",1000,16312500,28159,1.54,NA,40.360001,44,38.810001,40.360001,272805,34.076393,"2018-10-11"
"372",62,2018-10-11,"飛寶企業","4413","上櫃增資",2018-10-04,2018-10-08,720000,720000,12.5,12.5,2018-10-19,"台新",1000,9e+06,5779,12.45,NA,13.04923,13.04923,13.04923,13.04923,0,13.04923,"2018-10-04"
"373",67,2018-09-27,"科際精密","4568","初上櫃",2018-09-20,2018-09-25,569000,569000,75,75,2018-10-03,"永豐金",1000,42675000,115854,0.49,NA,100,100.5,99.610001,100,12000,79.031273,"2018-09-20"
"374",80,2018-09-18,"大國鋼","8415","上櫃增資",2018-09-12,2018-09-14,35700000,35700000,28,28,2018-09-27,"統一",2000,999600000,113156,15.77,NA,33.049999,34.5,33,33.700001,1062334,29.766977,"2018-09-12"
"375",83,2018-09-12,"達邦蛋白","6578","初上櫃",2018-09-06,2018-09-10,795000,795000,20,20,2018-09-18,"永豐金",1000,15900000,79549,0.99,NA,23.745455,24.090908,23.636362,23.745455,35310,22.175314,"2018-09-06"
"376",85,2018-09-06,"群翊","6664","初上櫃",2018-08-31,2018-09-04,1150000,1150000,55,55,2018-09-12,"福邦",1000,63250000,121206,0.94,NA,69.720001,70.290001,68.790001,69.720001,168910,57.577648,"2018-08-31"
"377",88,2018-09-05,"海灣","3252","上櫃增資",2018-08-30,2018-09-03,1688000,1688000,16.8,16.8,2018-09-13,"國票",1000,28358400,5420,31.14,NA,17.5,17.549999,17.4,17.4,42066,16.88368,"2018-08-30"
"378",89,2018-09-03,"富驊","5465","上櫃增資",2018-08-28,2018-08-30,1700000,1700000,21,21,2018-09-11,"福邦",1000,35700000,57087,2.97,NA,24,24.4,24,24.4,104272,21.250263,"2018-08-28"
"379",91,2018-08-29,"先進光電","3362","上櫃增資",2018-08-23,2018-08-27,1328000,1328000,62.5,62.5,2018-09-06,"國票",1000,8.3e+07,696,100,NA,58.529411,60.098038,58.529411,59.705883,1344047,59.08886,"2018-08-23"
"380",95,2018-08-15,"昱捷","3232","上櫃增資",2018-08-09,2018-08-13,425000,425000,20,20,2018-08-23,"玉山",1000,8500000,59343,0.71,NA,24,24.299999,23.450001,23.6,138112,22.567875,"2018-08-09"
"381",100,2018-08-14,"晟田","4541","上櫃增資",2018-08-08,2018-08-10,1275000,1275000,28,28,2018-08-22,"台新",1000,35700000,31346,4.06,NA,31,31.1,30.6,30.6,182000,28.125782,"2018-08-08"
"382",105,2018-08-09,"永捷","4714","上櫃增資",2018-08-03,2018-08-07,1440000,1440000,12.5,12.5,2018-08-17,"元富",1000,1.8e+07,39282,3.66,NA,13.203913,13.295926,13.157906,13.203913,367726,11.927022,"2018-08-03"
"383",106,2018-08-07,"西勝","3625","上櫃增資",2018-08-01,2018-08-03,680000,680000,25,25,2018-08-15,"國票",1000,1.7e+07,9932,6.84,NA,26.5,26.6,26.200001,26.299999,170426,24.202183,"2018-08-01"
"384",107,2018-08-06,"金山電","8042","上櫃增資",2018-07-31,2018-08-02,468000,468000,58,58,2018-08-14,"福邦",1000,27144000,7097,6.59,NA,57.766991,58.54369,57.378639,57.961166,736049,54.015453,"2018-07-31"
"385",108,2018-08-02,"茂生農經","1240","初上櫃",2018-07-27,2018-07-31,650000,650000,47.19,47.19,2018-08-08,"兆豐",1000,30673500,110129,0.59,NA,53.323997,53.862621,52.516056,53.323997,47478,48.090565,"2018-07-27"
"386",111,2018-07-31,"友威科技","3580","上櫃增資",2018-07-25,2018-07-27,340000,340000,38,38,2018-08-08,"中國信託",1000,12920000,11991,2.83,NA,40,40.099998,39.5,39.700001,85075,31.652222,"2018-07-25"
"387",112,2018-07-25,"保瑞","6472","上櫃增資",2018-07-19,2018-07-23,255000,255000,80,80,2018-08-02,"台新",1000,20400000,135181,0.18,NA,79.513901,79.513901,72.765488,73.352303,1149485,71.068649,"2018-07-19"
"388",117,2018-07-17,"九齊科技","6494","上櫃增資",2018-07-11,2018-07-13,425000,425000,36,36,2018-07-25,"群益金鼎",1000,15300000,30567,1.39,NA,40,40,38.299999,39,38000,33.169117,"2018-07-11"
"389",119,2018-07-16,"大樹","6469","上櫃增資",2018-07-10,2018-07-12,255000,255000,62,62,2018-07-24,"富邦",1000,15810000,105986,0.24,NA,36.069931,36.475716,36.069931,36.115017,48794,34.150585,"2018-07-10"
"390",120,2018-07-12,"奈米醫材","6612","初上櫃",2018-07-06,2018-07-10,614000,614000,46.45,46.45,2018-07-18,"兆豐",1000,28520300,133779,0.45,NA,61.5,63.830002,60.009998,61.5,86530,60.570251,"2018-07-06"
"391",122,2018-07-06,"皇將","4744","初上櫃",2018-07-02,2018-07-04,918000,918000,28,28,2018-07-12,"福邦",1000,25704000,141513,0.64,NA,41.150002,41.150002,40.220001,41.150002,535061,34.557991,"2018-07-02"
"392",123,2018-07-06,"百德","4563","初上櫃",2018-07-02,2018-07-04,899000,899000,58.9,58.9,2018-07-12,"日盛",1000,52951100,145123,0.61,NA,84.165146,84.78495,83.919189,84.165146,11201,79.86911,"2018-07-02"
"393",129,2018-06-25,"逸達","6576","初上櫃",2018-06-19,2018-06-21,2571000,2571000,45.2,45.2,2018-06-29,"凱基",1000,116209200,175598,1.46,NA,66.64798,67.22625,64.011459,66.64798,287751,66.64798,"2018-06-19"
"394",136,2018-06-11,"合晶","6182","上櫃增資",2018-06-05,2018-06-07,2550000,2550000,39,39,2018-06-20,"台新",1000,99450000,271857,0.93,NA,67.400002,68,61,63.700001,56681483,55.167709,"2018-06-05"
"395",142,2018-06-05,"健椿","4561","初上櫃",2018-05-30,2018-06-01,890000,890000,26.5,26.5,2018-06-11,"第一金",1000,23585000,162076,0.54,NA,41.984772,42.415096,41.114765,41.984772,906810,39.294441,"2018-05-30"
"396",143,2018-05-30,"是方","6561","初上櫃",2018-05-24,2018-05-28,2153000,2153000,170,170,2018-06-05,"元大",1000,366010000,169230,1.27,NA,228.289993,229.990005,222.539993,228.289993,165953,203.395859,"2018-05-24"
"397",144,2018-05-23,"大綜電腦","3147","初上櫃",2018-05-17,2018-05-21,1190000,1190000,19,19,2018-05-29,"華南永昌",1000,22610000,89104,1.33,NA,23.92,24.1,23.91,23.92,25100,19.606434,"2018-05-17"
"398",152,2018-04-20,"萬達光電","5220","初上櫃",2018-04-16,2018-04-18,1388000,1388000,25.3,25.3,2018-04-26,"兆豐",1000,35116400,129507,1.07,NA,32.720001,32.799999,32.52,32.720001,283250,26.43668,"2018-04-16"
"399",158,2018-04-11,"高端疫苗","6547","初上櫃",2018-04-02,2018-04-09,4108000,4108000,28,28,2018-04-17,"永豐金",1000,115024000,169221,2.42,NA,37.075672,37.561554,35.905594,37.075672,445369,37.075672,"2018-04-02"
"400",163,2018-03-28,"致和證券","5864","初上櫃",2018-03-22,2018-03-26,3500000,3500000,9.06,9.06,2018-04-02,"統一",2000,31710000,32956,5.31,NA,8.908864,8.988964,8.899964,8.908864,428105,7.277361,"2018-03-22"
"401",164,2018-03-27,"湧德","3689","上櫃增資",2018-03-21,2018-03-23,340000,340000,45,45,2018-04-03,"統一",1000,15300000,1389,24.47,NA,44,44.5,43.799999,44,1060825,36.947029,"2018-03-21"
"402",165,2018-03-27,"盛弘","8403","上櫃增資",2018-03-21,2018-03-23,1344000,1344000,30,30,2018-04-03,"日盛",1000,40320000,77127,1.74,NA,29.733343,31.375591,29.733343,30.684118,2466084,29.621181,"2018-03-21"
"403",166,2018-03-26,"VHQ-KY","4803","第一上櫃公司現金增資",2018-03-20,2018-03-22,444000,444000,141.78,141.78,2018-04-02,"永豐金",1000,62950320,72694,0.61,NA,110,110,107.666664,108,444159,98.528297,"2018-03-20"
"404",167,2018-03-22,"益得","6461","初上櫃",2018-03-16,2018-03-20,2700000,2700000,34.8,34.8,2018-03-28,"元富",1000,93960000,156630,1.72,NA,43.986233,44.478909,43.365459,43.986233,816966,43.986233,"2018-03-16"
"405",168,2018-03-22,"綠電再生","8440","初上櫃",2018-03-16,2018-03-20,1124000,1124000,15.68,15.68,2018-03-28,"凱基",1000,17624320,187988,0.59,NA,26.799999,27.09,26.639999,26.799999,201110,23.808985,"2018-03-16"
"406",170,2018-03-16,"濱川","1569","上櫃增資",2018-03-12,2018-03-14,850000,850000,35,35,2018-03-26,"富邦",1000,29750000,13473,6.3,NA,36.200001,36.349998,35.799999,35.950001,446479,33.945545,"2018-03-12"
"407",171,2018-03-14,"華星光","4979","上櫃增資",2018-03-08,2018-03-12,9e+05,9e+05,27.5,27.5,2018-03-22,"永豐金",1000,24750000,27572,3.26,NA,28.572161,29.311094,28.375111,29.261833,1050371,29.261833,"2018-03-08"
"408",179,2018-03-06,"能緹","3512","上櫃增資",2018-02-27,2018-03-02,1080000,1080000,29,29,2018-03-14,"台新",1000,31320000,94211,1.14,NA,36.599998,36.599998,34.75,35.25,275000,33.113636,"2018-02-27"
"409",180,2018-03-06,"新潤","6186","上櫃增資",2018-02-27,2018-03-02,2550000,2550000,12.5,12.5,2018-03-14,"富邦",1000,31875000,55381,4.6,NA,14.8,14.8,14.05,14.4,362961,11.459577,"2018-02-27"
"410",182,2018-03-05,"昇達科技","3491","上櫃增資",2018-02-26,2018-03-01,383000,383000,68,68,2018-03-13,"富邦",1000,26044000,51887,0.73,NA,71.607758,71.607758,69.720863,69.720863,788180,57.654438,"2018-02-26"
"411",183,2018-02-27,"台境","8476","上櫃增資",2018-02-21,2018-02-23,425000,425000,32.5,32.5,2018-03-08,"兆豐",1000,13812500,36938,1.15,NA,34.279476,34.517529,34.089039,34.279476,116367,33.294811,"2018-02-21"
"412",195,2018-01-17,"創威","6530","初上櫃",2018-01-11,2018-01-15,338000,2028000,16,15.5,2018-01-23,"宏遠",1000,31434000,110391,1.83,NA,22.049999,22.5,21.450001,22.049999,111301,18.373999,"2018-01-11"
"413",198,2018-01-17,"杰力","5299","初上櫃",2018-01-11,2018-01-15,1059000,1059000,50.01,50.01,2018-01-23,"永豐金",1000,52960590,155696,0.68,NA,72,75.5,70.110001,72,351784,62.401188,"2018-01-11"
"414",199,2018-01-16,"慧智","6615","初上櫃",2018-01-10,2018-01-12,522000,522000,72,72,2018-01-22,"元富",1000,37584000,127462,0.4,NA,104,104.470001,101.739998,104,52190,93.53447,"2018-01-10"
"415",200,2018-01-16,"金穎","1796","初上櫃",2018-01-10,2018-01-12,522000,522000,34.8,34.8,2018-01-22,"富邦",1000,18165600,156769,0.33,NA,64.099998,67.989998,64.099998,64.099998,45721,61.679222,"2018-01-10"
"416",201,2018-01-11,"三顧","3224","上櫃增資",2018-01-05,2018-01-09,1190000,1190000,36,36,2018-01-19,"第一金",1000,42840000,126116,0.94,NA,46.599998,46.599998,44.5,44.5,997386,44.5,"2018-01-05"
"417",1,2019-12-30,"家登","3680","上櫃增資",2019-12-24,2019-12-26,298000,298000,110,110,2020-01-08,"統一",1000,32780000,220646,0.13,NA,160,167.5,160,166.5,1166000,161.979553,"2019-12-24"
"418",2,2019-12-30,"捷流閥業","4580","初上櫃",2019-12-24,2019-12-26,1052000,1052000,78,78,2020-01-06,"元大",1000,82056000,278715,0.37,NA,114,115,110.010002,110.010002,66555,99.19239,"2019-12-24"
"419",4,2019-12-23,"華星光","4979","上櫃增資",2019-12-17,2019-12-19,1250000,1250000,20.39,20.39,2019-12-31,"台新",1000,25487500,89157,1.4,NA,23.700001,23.700001,23.25,23.25,703000,23.25,"2019-12-17"
"420",6,2019-12-20,"東捷資訊","6697","初上櫃",2019-12-16,2019-12-18,598000,598000,42.6,42.6,2019-12-26,"台新",1000,25474800,102859,0.58,NA,48.799999,48.799999,47.799999,47.799999,56100,43.686661,"2019-12-16"
"421",7,2019-12-19,"明達醫","6527","初上櫃",2019-12-13,2019-12-17,785000,785000,58.8,58.8,2019-12-25,"凱基",1000,46158000,281855,0.27,NA,81.5,81.5,79.800003,80.300003,128598,74.278435,"2019-12-13"
"422",10,2019-12-13,"大世科","8099","上櫃增資",2019-12-09,2019-12-11,1530000,1530000,14.2,14.2,2019-12-23,"統一",1000,21726000,142144,1.07,NA,17.75,17.75,17.299999,17.4,277000,16.655804,"2019-12-09"
"423",18,2019-12-10,"鑫龍騰","3188","上櫃增資",2019-12-04,2019-12-06,2550000,2550000,15,15,2019-12-18,"福邦",1000,38250000,96114,2.65,NA,17.5,17.5,17.1,17.299999,144000,16.354557,"2019-12-04"
"424",23,2019-11-29,"益得","6461","上櫃增資",2019-11-25,2019-11-27,1700000,1700000,19.15,19.15,2019-12-09,"元富",1000,32555000,2602,65.33,NA,19.4,19.4,19.15,19.25,77000,19.25,"2019-11-25"
"425",38,2019-11-11,"普鴻","6590","上櫃增資",2019-11-05,2019-11-07,255000,255000,23,23,2019-11-19,"日盛",1000,5865000,178968,0.14,NA,32.5,33.700001,32.5,32.950001,78000,29.964218,"2019-11-05"
"426",44,2019-10-25,"百德","4563","上櫃增資",2019-10-21,2019-10-23,425000,425000,40,40,2019-11-04,"日盛",1000,1.7e+07,132036,0.32,NA,48.900002,49.099998,48.900002,49.099998,22387,49.099998,"2019-10-21"
"427",45,2019-10-24,"安碁資訊","6690","初上櫃",2019-10-18,2019-10-22,1121000,1121000,55,55,2019-10-30,"台新",1000,61655000,403117,0.27,NA,113.417915,120.146095,111.495575,118.415993,37766,112.791924,"2019-10-18"
"428",46,2019-10-21,"台微體","4152","上櫃增資",2019-10-15,2019-10-17,969000,969000,82,82,2019-10-29,"永豐金",1000,79458000,7536,12.85,NA,84,84,82,83.900002,222000,83.900002,"2019-10-15"
"429",50,2019-10-09,"宜特","3289","上櫃增資",2019-10-03,2019-10-07,2550000,2550000,36,36,2019-10-21,"元富",1000,91800000,48369,5.27,NA,38.25,38.700001,37.799999,37.799999,781655,34.532154,"2019-10-03"
"430",52,2019-10-08,"朋程科技","8255","上櫃增資",2019-10-02,2019-10-04,1360000,1360000,87.5,87.5,2019-10-18,"元大",1000,1.19e+08,34448,3.94,NA,91,91.099998,90.599998,90.900002,160509,86.376434,"2019-10-02"
"431",58,2019-10-03,"生展生技","8279","上櫃增資",2019-09-27,2019-10-01,340000,340000,120,120,2019-10-15,"群益金鼎",1000,40800000,48648,0.69,NA,136.5,136.5,133,133.5,33204,129.95575,"2019-09-27"
"432",62,2019-09-19,"豆府","2752","初上櫃",2019-09-12,2019-09-17,582000,582000,105,105,2019-09-25,"福邦",1000,61110000,127751,0.45,NA,127.174759,127.184464,127.174759,127.184464,6180,115.198547,"2019-09-12"
"433",69,2019-09-17,"富致","6642","初上櫃",2019-09-10,2019-09-12,730000,730000,30,30,2019-09-23,"永豐金",1000,21900000,137820,0.52,NA,39.16,40.130001,39.16,40.130001,17100,38.074387,"2019-09-10"
"434",71,2019-09-10,"矽瑪科技","3511","上櫃增資",2019-09-04,2019-09-06,459000,459000,27.2,27.2,2019-09-19,"福邦",1000,12484800,166887,0.27,NA,41.349998,42.349998,41.299999,42.349998,1107171,42.349998,"2019-09-04"
"435",72,2019-09-10,"新盛力","4931","初上櫃",2019-09-04,2019-09-06,1339000,1339000,18,18,2019-09-17,"台新",1000,24102000,226787,0.59,NA,42,42.189999,40,40.950001,485472,39.679138,"2019-09-04"
"436",74,2019-09-09,"鑫創電子","6680","初上櫃",2019-09-03,2019-09-05,354000,354000,60,60,2019-09-16,"兆豐",1000,21240000,126520,0.27,NA,74.717918,75.425117,73.548683,73.737274,38295,68.327362,"2019-09-03"
"437",83,2019-09-03,"邑昇","5291","上櫃增資",2019-08-28,2019-08-30,255000,255000,16.5,16.5,2019-09-11,"兆豐",1000,4207500,139490,0.18,NA,29.049999,29.200001,26.5,27.200001,3240686,25.132751,"2019-08-28"
"438",87,2019-08-20,"國統","8936","上櫃增資",2019-08-14,2019-08-16,1700000,1700000,18.5,18.5,2019-08-28,"臺銀證券",1000,31450000,4128,41.18,NA,18.593777,18.643099,18.544456,18.593777,308928,18.306168,"2019-08-14"
"439",90,2019-08-16,"新鉅","3630","上櫃增資",2019-08-12,2019-08-14,2125000,2125000,82.8,82.8,2019-08-26,"第一金",1000,175950000,139624,1.52,NA,102.5,103,99.699997,100,1610349,100,"2019-08-12"
"440",97,2019-08-12,"立凱-KY","5227","第一上櫃公司現金增資",2019-08-05,2019-08-07,2790000,2790000,12,12,2019-08-20,"第一金",1000,33480000,74987,3.72,NA,47.422699,47.422699,44.363171,44.669121,280024,44.669121,"2019-08-05"
"441",106,2019-07-03,"展旺","4167","上櫃增資",2019-06-27,2019-07-01,1700000,1700000,17.8,17.8,2019-07-11,"台新",1000,30260000,27329,6.22,NA,17.660496,17.660496,17.565548,17.660496,341593,17.556559,"2019-06-27"
"442",107,2019-06-24,"台康生技","6589","初上櫃",2019-06-18,2019-06-20,4509000,4509000,30.85,30.85,2019-06-28,"凱基",1000,139102650,96381,4.67,NA,35.119999,35.119999,34.5,35.119999,341291,35.119999,"2019-06-18"
"443",114,2019-06-11,"浩鼎","4174","上櫃增資",2019-06-04,2019-06-06,1275000,1275000,135,135,2019-06-19,"元富",1000,172125000,21181,6.01,NA,141.5,141.5,140.5,140.5,127787,140.5,"2019-06-04"
"444",115,2019-06-05,"杏昌","1788","上櫃增資",2019-05-30,2019-06-03,85000,85000,85,85,2019-06-14,"元富",1000,7225000,87240,0.09,NA,103.5,104,103.5,104,9214,88.774139,"2019-05-30"
"445",117,2019-05-30,"台生材","6649","初上櫃",2019-05-24,2019-05-28,760000,760000,42,42,2019-06-05,"元大",1000,31920000,114777,0.66,NA,52,54,52,52,93000,52,"2019-05-24"
"446",118,2019-05-22,"萬年清","6624","初上櫃",2019-05-16,2019-05-20,390000,390000,50,50,2019-05-28,"國泰",1000,19500000,114509,0.34,NA,68.790001,68.870003,67.93,68.790001,65301,62.819462,"2019-05-16"
"447",121,2019-05-15,"長園科","8038","上櫃增資",2019-05-09,2019-05-13,255000,255000,50,50,2019-05-23,"永豐金",1000,12750000,36838,0.69,NA,58.200001,58.400002,54,55.099998,536956,55.099998,"2019-05-09"
"448",127,2019-05-07,"逸達","6576","上櫃增資",2019-04-30,2019-05-03,1020000,1020000,72,72,2019-05-15,"凱基",1000,73440000,99875,1.02,NA,80.800003,81.199997,78,80.099998,636200,80.099998,"2019-04-30"
"449",128,2019-05-03,"鈺太科技","6679","初上櫃",2019-04-26,2019-04-30,685000,685000,70,70,2019-05-09,"凱基",1000,47950000,182061,0.37,NA,96.800003,98,96,96.800003,283947,92.889839,"2019-04-26"
"450",129,2019-04-29,"勤崴","6516","初上櫃",2019-04-23,2019-04-25,1050000,1050000,138,138,2019-05-06,"元大",1000,144900000,233408,0.44,NA,183.673615,192.014069,182.00386,183.673615,53055,183.378754,"2019-04-23"
"451",130,2019-04-24,"光洋科","1785","上櫃增資",2019-04-18,2019-04-22,3600000,3600000,18.2,18.2,2019-05-03,"凱基",1000,65520000,14830,24.27,NA,19.15,19.35,18.799999,18.799999,2480892,17.889954,"2019-04-18"
"452",131,2019-04-17,"雍智科技","6683","初上櫃",2019-04-11,2019-04-15,466000,466000,75,75,2019-04-23,"凱基",1000,34950000,251634,0.18,NA,139.449997,142,138,139.449997,183773,133.038605,"2019-04-11"
"453",140,2019-03-20,"樂斯科","6662","初上櫃",2019-03-14,2019-03-18,494000,494000,36.8,36.8,2019-03-26,"日盛",1000,18179200,166102,0.29,NA,57.099998,59,56.099998,57.099998,39560,49.012543,"2019-03-14"
"454",147,2019-03-15,"勤凱","4760","初上櫃",2019-03-11,2019-03-13,703000,703000,22.6,22.6,2019-03-21,"富邦",1000,15887800,171729,0.4,NA,35.298077,36.53846,35.10577,35.298077,162242,32.223511,"2019-03-11"
"455",149,2019-03-08,"青雲","5386","上櫃增資",2019-03-04,2019-03-06,360000,360000,27.2,27.2,2019-03-18,"中國信託",1000,9792000,151017,0.23,NA,32.179829,32.219265,31.548851,32.022083,297443,30.818953,"2019-03-04"
"456",152,2019-03-07,"耀勝","3207","上櫃增資",2019-02-27,2019-03-05,595000,595000,11,11,2019-03-15,"台中銀",1000,6545000,4403,13.51,NA,11.5,11.5,11.5,11.5,2020,11.5,"2019-02-27"
"457",159,2019-02-22,"旭然","4556","上櫃增資",2019-02-18,2019-02-20,553000,553000,30,30,2019-03-06,"富邦",1000,16590000,55997,0.98,NA,34.200001,34.450001,33.700001,34.450001,55074,32.511951,"2019-02-18"
"458",160,2019-02-12,"詠昇","6418","初上櫃",2019-01-28,2019-01-30,1207000,1207000,22.04,22.04,2019-02-18,"台新",1000,26602280,143947,0.83,NA,32.299999,32.790001,32.110001,32.299999,282900,29.126392,"2019-01-28"
"459",175,2019-01-17,"M31","6643","初上櫃",2019-01-11,2019-01-15,582000,582000,198,198,2019-01-23,"永豐金",1000,115236000,124431,0.46,NA,288,288,277.01001,288,285076,268.04184,"2019-01-11"
"460",178,2019-01-14,"益安","6499","上櫃增資",2019-01-08,2019-01-10,680000,680000,86,86,2019-01-21,"元富",1000,58480000,45506,1.49,NA,74.220474,81.493752,74.220474,81.493752,552416,81.493752,"2019-01-08"
"461",179,2019-01-14,"易發","6425","初上櫃",2019-01-08,2019-01-10,1053000,1053000,30,30,2019-01-18,"福邦",1000,31590000,147617,0.71,NA,44.639999,44.93,42.700001,44.639999,335242,39.802216,"2019-01-08"
"462",181,2019-01-11,"崇越電","3388","上櫃增資",2019-01-07,2019-01-09,850000,850000,60,60,2019-01-21,"富邦",1000,5.1e+07,64167,1.32,NA,66.400002,67.5,66.400002,67.300003,100696,55.878815,"2019-01-07"
"463",182,2019-01-09,"大詠城","4538","初上櫃",2019-01-03,2019-01-07,1052000,1052000,14,14,2019-01-15,"日盛",1000,14728000,130256,0.8,NA,22.160378,23.716982,21.698112,22.160378,66905,19.685923,"2019-01-03"
"464",188,2019-01-09,"晶悅","2718","上櫃增資",2019-01-03,2019-01-07,1800000,1800000,17,17,2019-01-17,"兆豐",3000,30600000,1546,38.8,NA,17.049999,17.1,17.049999,17.1,5000,17.1,"2019-01-03"
"465",1,2020-12-29,"聖暉","5536","上櫃增資",2020-12-23,2020-12-25,255000,255000,166,166,2021-01-07,"國票",1000,42330000,122249,0.2,NA,188,189,187.5,187.5,154000,176.221802,"2020-12-23"
"466",2,2020-12-28,"光耀","3666","上櫃增資",2020-12-22,2020-12-24,850000,850000,70,70,2021-01-06,"宏遠",1000,59500000,110598,0.76,NA,81.199997,82.300003,73.800003,74.300003,1387000,70.701942,"2020-12-22"
"467",10,2020-12-22,"新鼎","5209","上櫃增資",2020-12-16,2020-12-18,298000,298000,62.46,62.46,2020-12-30,"富邦",1000,18613080,49066,0.6,NA,66.300003,67.400002,66.099998,67,25000,63.138222,"2020-12-16"
